Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Vehicle_movement,Casualty_class,Sex_of_casualty,Cause_of_accident
14:29:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,Going straight,Driver or rider,Male,Overtaking
14:29:00,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,1,Going straight,na,na,No priority to vehicle
02:10:00,Saturday,Unknown,Male,High school,Employee,5-10yr,Automobile,Owner,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,Moving Backward
17:15:00,Wednesday,Over 51,Male,Above high school,Employee,1-2yr,Stationwagen,Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Passenger,Female,Other
11:29:00,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Female,No priority to vehicle
11:29:00,Saturday,Over 51,Male,,,,Public (12 seats),Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,Other,Pedestrian,Male,No priority to pedestrian
11:29:00,Saturday,Over 51,Male,High school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,Moving Backward,Passenger,Male,Changing lane to the right
11:29:00,Saturday,Over 51,Male,High school,Employee,Below 1yr,Public (12 seats),Owner,Unknown,No defect,Office areas,Double carriageway (median),Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Other,na,na,Changing lane to the right
10:20:00,Sunday,Over 51,Male,,,,Public (12 seats),Owner,,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,Changing lane to the right
10:20:00,Sunday,31-50,Male,High school,Employee,2-5yr,Lorry (41?100Q),Organization,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Driving to the left
10:20:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,Driver or rider,Male,Changing lane to the left
18:05:00,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Other,Pedestrian,Male,Moving Backward
18:05:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,,Governmental,Unknown,,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,Driver or rider,Male,Driving at high speed
13:32:00,Wednesday,Over 51,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,,Pedestrian,Female,Moving Backward
13:32:00,Wednesday,Over 51,Male,Unknown,Employee,Below 1yr,Stationwagen,Owner,Unknown,,Residential areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,na,na,No distancing
13:32:00,Wednesday,31-50,Male,Junior high school,Employee,Below 1yr,,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,Going straight,Driver or rider,Female,Other
15:20:00,Tuesday,18-30,Male,High school,Employee,2-5yr,,Owner,5-10yrs,, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Female,No priority to vehicle
09:51:00,Thursday,Over 51,Male,Junior high school,Owner,1-2yr,Automobile,Owner,5-10yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Female,Changing lane to the right
11:50:00,Monday,Unknown,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,Moving Backward,na,na,Other
11:50:00,Monday,18-30,Male,Elementary school,Employee,2-5yr,Automobile,Owner,2-5yrs,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,Moving Backward,Driver or rider,Male,No distancing
11:50:00,Monday,18-30,Male,Elementary school,Owner,5-10yr,Other,Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,3,Going straight,Pedestrian,Female,Driving carelessly
10:35:00,Wednesday,Under 18,Male,Junior high school,Employee,Above 10yr,Other,Owner,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,3,Going straight,Driver or rider,Male,No distancing
10:35:00,Wednesday,Under 18,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,3,Turnover,na,na,Moving Backward
10:35:00,Wednesday,31-50,Male,High school,Employee,5-10yr,Lorry (41?100Q),,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Male,No distancing
18:30:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Moving Backward
18:30:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Male,No priority to pedestrian
18:30:00,Friday,31-50,Male,Junior high school,,1-2yr,Automobile,Owner,Unknown,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,na,na,Changing lane to the left
18:30:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,2-5yrs,,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Female,No distancing
11:55:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Public (13?45 seats),Owner,,,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,na,na,Other
11:55:00,Friday,31-50,Male,,,,Public (13?45 seats),Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,No distancing
07:30:00,Wednesday,Over 51,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),,,,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Cloudy,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,No priority to pedestrian
07:30:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Cloudy,Vehicle with vehicle collision,2,,na,na,Moving Backward
00:09:00,Monday,18-30,Female,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Unknown,,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Other,na,na,No priority to pedestrian
00:09:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Other,Owner,Unknown,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Getting off,Driver or rider,Male,No distancing
19:47:00,Saturday,18-30,Male,Junior high school,Owner,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Male,No priority to pedestrian
19:47:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,Unknown,,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Driving carelessly
19:00:00,Wednesday,31-50,Male,Elementary school,Other,5-10yr,Other,Owner,Unknown,No defect,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Male,Getting off the vehicle improperly
19:00:00,Wednesday,Under 18,Male,Elementary school,Employee,5-10yr,Motorcycle,Owner,Unknown,,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Other,Driver or rider,Female,Driving carelessly
12:00:00,Thursday,Unknown,Male,Junior high school,,5-10yr,Automobile,Governmental,2-5yrs,,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,Going straight,na,na,Changing lane to the left
12:00:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,1-2yr,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Moving Backward,Driver or rider,Female,No priority to vehicle
22:42:00,Friday,18-30,Male,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,Other,na,na,Changing lane to the right
07:55:00,Monday,18-30,Male,Junior high school,,Below 1yr,Automobile,Owner,Unknown,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Male,Changing lane to the right
07:25:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,Driver or rider,Female,No distancing
07:25:00,Friday,31-50,Male,Elementary school,Employee,1-2yr,Lorry (41?100Q),Owner,5-10yrs,,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,na,na,No distancing
23:25:00,Saturday,Unknown,Male,,,,Public (> 45 seats),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,,Driver or rider,Male,Changing lane to the left
23:25:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,Going straight,na,na,Changing lane to the right
15:10:00,Wednesday,Over 51,Male,High school,Owner,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,Going straight,Pedestrian,Male,No priority to vehicle
15:10:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Changing lane to the left
17:00:00,Wednesday,Unknown,Male,Junior high school,Employee,1-2yr,Public (12 seats),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Rollover,2,Going straight,Driver or rider,Male,No priority to vehicle
17:00:00,Wednesday,31-50,Male,Above high school,Owner,2-5yr,Public (12 seats),Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,Pedestrian,Male,Moving Backward
16:10:00,Tuesday,18-30,Male,,,,Stationwagen,Owner,Unknown,No defect,School areas,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Male,Turnover
13:29:00,Saturday,31-50,Male,Elementary school,Owner,2-5yr,Lorry (41?100Q),Governmental,,No defect,School areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,No distancing
13:29:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,1,Going straight,na,na,No distancing
12:40:00,Friday,Over 51,Male,,Owner,5-10yr,Pick up upto 10Q,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights unlit,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,No distancing
12:40:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Governmental,Above 10yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights unlit,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Changing lane to the left
15:30:00,Friday,Over 51,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,1-2yr,No defect,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,No priority to vehicle
15:30:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,,Driver or rider,Male,Driving at high speed
15:30:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Below 1yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,Going straight,na,na,Overtaking
15:30:00,Friday,31-50,Male,Elementary school,Employee,2-5yr,,Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,Other
15:30:00,Friday,31-50,Male,Elementary school,Owner,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Collision with pedestrians,2,Going straight,na,na,Changing lane to the left
03:32:00,Saturday,Under 18,Male,Junior high school,Employee,1-2yr,Stationwagen,Governmental,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,No priority to pedestrian
04:00:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,Turnover,na,na,Changing lane to the left
04:00:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,,No defect, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Moving Backward,na,na,No distancing
04:00:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,No defect,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Driver or rider,Female,Moving Backward
04:00:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Other,Owner,Above 10yr,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Changing lane to the left
15:50:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,Moving Backward,na,na,Other
08:50:00,Friday,Under 18,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,No distancing
00:25:00,Sunday,18-30,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Wet or damp,Darkness - lights lit,Unknown,Vehicle with vehicle collision,1,Moving Backward,na,na,Moving Backward
00:25:00,Sunday,31-50,Male,Elementary school,Employee,5-10yr,Other,Owner,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Passenger,Male,No distancing
00:25:00,Sunday,31-50,Female,,Employee,,Lorry (41?100Q),Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Changing lane to the left
00:10:00,Sunday,18-30,Male,,Employee,2-5yr,Automobile,Owner,Above 10yr,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Changing lane to the left
00:10:00,Sunday,18-30,Male,Elementary school,Employee,5-10yr,Public (> 45 seats),Owner,Above 10yr,,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,Other,Driver or rider,Male,No priority to pedestrian
15:20:00,Saturday,Unknown,Male,Junior high school,Employee,5-10yr,,Owner,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Other,Driver or rider,Female,Changing lane to the left
15:20:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,,,,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,na,na,Driving carelessly
15:20:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Reversing,Driver or rider,Male,Driving carelessly
16:30:00,Saturday,Under 18,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,5-10yrs,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,na,na,No priority to pedestrian
16:30:00,Saturday,Under 18,Male,Elementary school,Employee,Below 1yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,,2,Going straight,Pedestrian,Female,Getting off the vehicle improperly
01:05:00,Friday,Under 18,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,Going straight,Driver or rider,Male,No distancing
01:05:00,Friday,31-50,Male,Elementary school,Employee,1-2yr,Lorry (41?100Q),Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Changing lane to the left
19:40:00,Monday,Over 51,Male,Elementary school,Employee,5-10yr,Public (13?45 seats),Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Moving Backward,Pedestrian,Female,No priority to vehicle
19:40:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Female,No distancing
19:40:00,Monday,31-50,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,Going straight,na,na,No priority to pedestrian
19:08:00,Tuesday,18-30,Male,Elementary school,Employee,5-10yr,Motorcycle,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,Going straight,na,na,No priority to pedestrian
19:08:00,Tuesday,18-30,Male,,,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect, Church areas,Undivided Two way,Sharp reverse curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,,3,Going straight,Driver or rider,Male,No priority to vehicle
17:50:00,Saturday,Over 51,Male,Junior high school,Employee,Above 10yr,Ridden horse,Owner,Above 10yr,No defect,Office areas,Undivided Two way,Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,na,na,Driving carelessly
17:50:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,No defect,Other,Double carriageway (median),Gentle horizontal curve,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,,2,Moving Backward,Driver or rider,Male,Changing lane to the right
21:30:00,Sunday,31-50,Male,Elementary school,Employee,Below 1yr,Lorry (41?100Q),Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,,2,Going straight,Driver or rider,Male,Changing lane to the left
21:30:00,Sunday,31-50,Male,Elementary school,Employee,5-10yr,Pick up upto 10Q,Owner,5-10yrs,No defect, Church areas,Unknown,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,,2,Going straight,na,na,Moving Backward
14:49:00,Monday,Over 51,Male,Elementary school,Owner,5-10yr,Public (> 45 seats),Owner,1-2yr,,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Moving Backward,na,na,Driving carelessly
14:49:00,Monday,Over 51,Male,Elementary school,Employee,2-5yr,Stationwagen,,,, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Moving Backward,Driver or rider,Female,Driving to the left
14:49:00,Monday,18-30,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Above 10yr,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,Going straight,na,na,Driving to the left
17:40:00,Sunday,31-50,Male,Elementary school,Employee,2-5yr,Public (12 seats),Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,Turnover,Driver or rider,Male,No priority to pedestrian
17:40:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,, Church areas,Two-way (divided with broken lines road marking),Steep grade upward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Turnover,Driver or rider,Male,Changing lane to the left
21:55:00,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Governmental,1-2yr,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Pedestrian,Male,Changing lane to the right
21:55:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,Above 10yr,,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,Going straight,Passenger,Female,Driving carelessly
07:30:00,Tuesday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Organization,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,Going straight,na,na,No distancing
